,FR,FR-RVS,SFDP,Linlog,FA2,PMDS,Maxent,SM,tsNET,DRGraph,t-FDP
sierpinski3d,0.08275752230814991,0.10907344289113623,0.07935059488399761,0.30874133848899465,0.09195340571088638,0.0867538533610946,0.06529229773944081,0.06259881766805472,0.08754842504461631,0.08480482897085069,0.08213371505056516
lp_ship04l,0.17330121925433695,0.27262532942162476,0.1737529483821572,0.23567670299576515,0.22059898411102843,0.1769862733174239,0.18380217298908935,0.13936518342741724,0.1736618085769412,0.20124643615039445,0.15813403378324803
data,0.043682631156636016,0.05655864993988215,0.026739219416448978,0.3565430530076704,0.05425027552222195,0.026451208653058656,0.02212014265210715,0.009663016145885172,0.10213480818203191,0.1038424262023048,0.01959172338688475
3elt,0.04937896796897444,0.10482038207411663,0.0661745008618213,0.3005090177032462,0.06200887182203389,0.06362762361749497,0.052692576666187874,0.03796105196064349,0.06875964499245907,0.09456709189169778,0.04946638448003447
USPowerGrid,0.07733022586987903,0.11839321070190686,0.09603404160185106,0.21451947798841137,0.10370765234175332,0.09735327174359118,0.08369678211804372,0.057498549674255786,0.10346878022023978,0.16336897634548714,0.08046636712724416
add32,0.1161860143242716,0.25667683402705516,0.1962899161030177,0.21105185435093654,0.15515458953889177,0.21316882641779394,0.14572504837083766,0.07950200393470343,0.15439734001040584,0.16646500024388655,0.10722761730944327
ca-GrQc,0.10163589698500983,0.11932281832485861,0.09251606088294861,0.1407746198090992,0.20436075189373065,0.13381936916354148,0.10576992123751446,0.07720826495882391,0.1298097054853376,0.17587332438478226,0.10161263521630899
commanche,0.07511649480920314,0.1169612619248036,0.0384920503966432,0.3893951063666973,0.06619836942658912,0.0801056205999388,0.07150617921640648,0.02652571126351903,0.11975917476533007,0.06426542811320272,0.05120127171334558
EVA,0.05086457073115782,0.06188656065902511,0.04620209537779113,0.064455676947034,0.07225967464456473,0.0809158488588119,0.03584414295769628,0.027429424273676662,0.07384024204542752,0.051639884004502055,0.04730406133413826
bcsstk33,0.07064707543068187,0.07204218756327548,0.05821008634619124,0.14190373551438507,0.07416922457852279,0.10440804381312585,0.04547968633542016,0.04235429293057618,0.09920907519587666,0.0696238901694092,0.07090217727103204
whitaker3,0.011048785532069968,0.07544309142024157,0.024231541545189503,0.412227713452728,0.05074012078300708,0.04410522334443982,0.001073946321194294,0.0008517034731622241,0.08887631403581842,0.04383213244481467,0.009342692497917535
crack,0.012418946027755737,0.02565365648269653,0.010257511138916016,0.33353323364257814,0.016500623226165773,0.011782082319259642,0.00488685518503189,0.0038077107071876532,0.017242022991180418,0.010083606958389283,0.006093799233436585
fe_4elt2,0.052054426554471254,0.09141692213489974,0.055163102071156114,0.4199228859319316,0.06431597153913936,0.07095889647291113,0.04916048134709884,0.04186416332160711,0.09336862971735627,0.0729022765239908,0.054304215464839455
fidapex11,0.06978209756046874,0.12004772930057392,0.06152731906932081,0.18557115312846523,0.07233953985819458,0.08284389867358244,0.02889535156446484,0.02084589831857112,0.13178969342327243,0.05548371713408158,0.037747640796995066
bcsstk31,0.04580404928066943,0.084976180298566,0.07248615419669192,0.34173635331376295,0.06529429124958941,0.06100411869363107,0.04870447465113672,0.033464672799958003,,0.07837107985996256,0.04963968421573021
bcsstk32,0.09892387133356655,0.1792325632025367,0.09974557774828312,0.34927615827699154,0.1659705956560397,0.13293000453937287,0.3802734725489014,0.046171467259215594,,0.172101129825235,0.11932857663880456
finan512,,0.054045672888462,0.05301515194593218,0.42398793430494053,0.051232798033897534,0.042001919038463745,0.05122230250998501,,,0.1513311770674784,0.053574839907273894
luxembourg,,0.082186169861009,0.06388482874480024,0.61505421559478,0.12609189125212306,0.08215413864804591,0.06742834973909581,,,0.851120445242587,0.06304323435636545
fe_ocean,,0.0571740941252858,0.03804788964479336,0.44820711083258746,0.062189676070623034,0.05258640469621886,0.06833963718391581,,,0.0979147945277931,0.06799619482947364
